timestamp,host,latency_ms
2025-07-06T07:16:17.167909,208.67.222.222,30.0
2025-07-06T07:16:17.344781,8.8.8.8,30.0
2025-07-06T07:16:17.345483,1.1.1.1,6.0
2025-07-06T07:16:17.346011,cloudflare.com,7.0
2025-07-06T07:16:17.355836,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:17.356496,208.67.222.222,28.0
2025-07-06T07:16:17.609685,8.8.8.8,32.0
2025-07-06T07:16:17.610338,1.1.1.1,14.0
2025-07-06T07:16:17.610940,cloudflare.com,10.0
2025-07-06T07:16:17.627423,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:17.631551,208.67.222.222,30.0
2025-07-06T07:16:17.814767,8.8.8.8,33.0
2025-07-06T07:16:17.815576,1.1.1.1,9.0
2025-07-06T07:16:17.816203,cloudflare.com,7.0
2025-07-06T07:16:17.823678,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:17.824412,208.67.222.222,29.0
2025-07-06T07:16:18.004042,8.8.8.8,31.0
2025-07-06T07:16:18.004733,1.1.1.1,5.0
2025-07-06T07:16:18.005341,cloudflare.com,8.0
2025-07-06T07:16:18.021830,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:18.022370,208.67.222.222,29.0
2025-07-06T07:16:18.196006,8.8.8.8,29.0
2025-07-06T07:16:18.196607,1.1.1.1,5.0
2025-07-06T07:16:18.197318,cloudflare.com,8.0
2025-07-06T07:16:18.212514,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:18.213189,208.67.222.222,28.0
2025-07-06T07:16:18.389759,8.8.8.8,31.0
2025-07-06T07:16:18.390336,1.1.1.1,9.0
2025-07-06T07:16:18.390946,cloudflare.com,6.0
2025-07-06T07:16:18.410004,ec2.ap-southeast-2.amazonaws.com,42.0
2025-07-06T07:16:18.410568,208.67.222.222,29.0
2025-07-06T07:16:18.607874,8.8.8.8,31.0
2025-07-06T07:16:18.608538,1.1.1.1,6.0
2025-07-06T07:16:18.609163,cloudflare.com,7.0
2025-07-06T07:16:18.618296,ec2.ap-southeast-2.amazonaws.com,34.0
2025-07-06T07:16:18.618907,208.67.222.222,29.0
2025-07-06T07:16:18.801061,8.8.8.8,32.0
2025-07-06T07:16:18.801599,1.1.1.1,7.0
2025-07-06T07:16:18.802114,cloudflare.com,7.0
2025-07-06T07:16:18.827081,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:18.827739,208.67.222.222,27.0
2025-07-06T07:16:19.007422,8.8.8.8,30.0
2025-07-06T07:16:19.008060,1.1.1.1,6.0
2025-07-06T07:16:19.008766,cloudflare.com,9.0
2025-07-06T07:16:19.018972,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:19.019618,208.67.222.222,30.0
2025-07-06T07:16:19.197943,8.8.8.8,32.0
2025-07-06T07:16:19.198560,1.1.1.1,8.0
2025-07-06T07:16:19.199166,cloudflare.com,8.0
2025-07-06T07:16:19.211978,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:19.212597,208.67.222.222,31.0
2025-07-06T07:16:19.389526,8.8.8.8,33.0
2025-07-06T07:16:19.390473,1.1.1.1,6.0
2025-07-06T07:16:19.391362,cloudflare.com,5.0
2025-07-06T07:16:19.400249,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:19.400761,208.67.222.222,27.0
2025-07-06T07:16:19.653458,8.8.8.8,38.0
2025-07-06T07:16:19.654422,1.1.1.1,8.0
2025-07-06T07:16:19.657366,cloudflare.com,25.0
2025-07-06T07:16:19.671517,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:19.673082,208.67.222.222,31.0
2025-07-06T07:16:19.850279,8.8.8.8,31.0
2025-07-06T07:16:19.850836,1.1.1.1,4.0
2025-07-06T07:16:19.851381,cloudflare.com,9.0
2025-07-06T07:16:19.860792,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:19.861314,208.67.222.222,28.0
2025-07-06T07:16:20.036911,8.8.8.8,30.0
2025-07-06T07:16:20.037507,1.1.1.1,7.0
2025-07-06T07:16:20.037996,cloudflare.com,9.0
2025-07-06T07:16:20.048686,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:20.049423,208.67.222.222,28.0
2025-07-06T07:16:20.227918,8.8.8.8,32.0
2025-07-06T07:16:20.228479,1.1.1.1,4.0
2025-07-06T07:16:20.229055,cloudflare.com,8.0
2025-07-06T07:16:20.240090,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:20.240703,208.67.222.222,28.0
2025-07-06T07:16:20.426759,8.8.8.8,33.0
2025-07-06T07:16:20.427384,1.1.1.1,7.0
2025-07-06T07:16:20.427821,cloudflare.com,5.0
2025-07-06T07:16:20.439467,ec2.ap-southeast-2.amazonaws.com,43.0
2025-07-06T07:16:20.440055,208.67.222.222,31.0
2025-07-06T07:16:20.616993,8.8.8.8,32.0
2025-07-06T07:16:20.617605,1.1.1.1,4.0
2025-07-06T07:16:20.618152,cloudflare.com,7.0
2025-07-06T07:16:20.631307,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:20.631963,208.67.222.222,30.0
2025-07-06T07:16:20.816356,8.8.8.8,33.0
2025-07-06T07:16:20.816883,1.1.1.1,9.0
2025-07-06T07:16:20.817353,cloudflare.com,5.0
2025-07-06T07:16:20.831360,ec2.ap-southeast-2.amazonaws.com,42.0
2025-07-06T07:16:20.831894,208.67.222.222,33.0
2025-07-06T07:16:21.010392,8.8.8.8,30.0
2025-07-06T07:16:21.010979,1.1.1.1,6.0
2025-07-06T07:16:21.011606,cloudflare.com,8.0
2025-07-06T07:16:21.029844,ec2.ap-southeast-2.amazonaws.com,44.0
2025-07-06T07:16:21.030374,208.67.222.222,28.0
2025-07-06T07:16:21.207091,8.8.8.8,32.0
2025-07-06T07:16:21.207786,1.1.1.1,7.0
2025-07-06T07:16:21.208348,cloudflare.com,19.0
2025-07-06T07:16:21.218576,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:21.219143,208.67.222.222,32.0
2025-07-06T07:16:21.425458,8.8.8.8,43.0
2025-07-06T07:16:21.426344,1.1.1.1,12.0
2025-07-06T07:16:21.431521,cloudflare.com,6.0
2025-07-06T07:16:21.451453,ec2.ap-southeast-2.amazonaws.com,34.0
2025-07-06T07:16:21.452061,208.67.222.222,28.0
2025-07-06T07:16:21.629988,8.8.8.8,31.0
2025-07-06T07:16:21.630591,1.1.1.1,7.0
2025-07-06T07:16:21.631152,cloudflare.com,5.0
2025-07-06T07:16:21.639472,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:21.640031,208.67.222.222,27.0
2025-07-06T07:16:21.818386,8.8.8.8,30.0
2025-07-06T07:16:21.819100,1.1.1.1,6.0
2025-07-06T07:16:21.819680,cloudflare.com,7.0
2025-07-06T07:16:21.831813,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:21.832386,208.67.222.222,30.0
2025-07-06T07:16:22.013409,8.8.8.8,31.0
2025-07-06T07:16:22.013981,1.1.1.1,9.0
2025-07-06T07:16:22.014523,cloudflare.com,7.0
2025-07-06T07:16:22.027679,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:22.028233,208.67.222.222,29.0
2025-07-06T07:16:22.207091,8.8.8.8,32.0
2025-07-06T07:16:22.207818,1.1.1.1,8.0
2025-07-06T07:16:22.208404,cloudflare.com,6.0
2025-07-06T07:16:22.216889,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:22.217486,208.67.222.222,30.0
2025-07-06T07:16:22.395393,8.8.8.8,31.0
2025-07-06T07:16:22.395993,1.1.1.1,8.0
2025-07-06T07:16:22.396545,cloudflare.com,9.0
2025-07-06T07:16:22.409250,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:22.409855,208.67.222.222,29.0
2025-07-06T07:16:22.574172,8.8.8.8,timeout
2025-07-06T07:16:22.574874,1.1.1.1,7.0
2025-07-06T07:16:22.575480,cloudflare.com,7.0
2025-07-06T07:16:22.579301,ec2.ap-southeast-2.amazonaws.com,timeout
2025-07-06T07:16:22.579929,208.67.222.222,timeout
2025-07-06T07:16:22.762721,8.8.8.8,33.0
2025-07-06T07:16:22.763307,1.1.1.1,18.0
2025-07-06T07:16:22.763849,cloudflare.com,12.0
2025-07-06T07:16:22.772432,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:22.772995,208.67.222.222,31.0
2025-07-06T07:16:22.949559,8.8.8.8,29.0
2025-07-06T07:16:22.950629,1.1.1.1,7.0
2025-07-06T07:16:22.951201,cloudflare.com,7.0
2025-07-06T07:16:22.963286,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:22.963966,208.67.222.222,31.0
2025-07-06T07:16:23.151493,8.8.8.8,40.0
2025-07-06T07:16:23.152238,1.1.1.1,14.0
2025-07-06T07:16:23.152818,cloudflare.com,7.0
2025-07-06T07:16:23.153636,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:23.154207,208.67.222.222,40.0
2025-07-06T07:16:23.344172,8.8.8.8,30.0
2025-07-06T07:16:23.344768,1.1.1.1,9.0
2025-07-06T07:16:23.345332,cloudflare.com,7.0
2025-07-06T07:16:23.352222,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:23.352787,208.67.222.222,30.0
2025-07-06T07:16:23.527887,8.8.8.8,30.0
2025-07-06T07:16:23.528468,1.1.1.1,10.0
2025-07-06T07:16:23.529068,cloudflare.com,8.0
2025-07-06T07:16:23.541449,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:23.542079,208.67.222.222,28.0
2025-07-06T07:16:23.739314,8.8.8.8,38.0
2025-07-06T07:16:23.739980,1.1.1.1,18.0
2025-07-06T07:16:23.757705,cloudflare.com,17.0
2025-07-06T07:16:23.775721,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:23.776203,208.67.222.222,39.0
2025-07-06T07:16:23.957274,8.8.8.8,31.0
2025-07-06T07:16:23.957862,1.1.1.1,5.0
2025-07-06T07:16:23.958381,cloudflare.com,7.0
2025-07-06T07:16:23.966621,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:23.967231,208.67.222.222,31.0
2025-07-06T07:16:24.144704,8.8.8.8,30.0
2025-07-06T07:16:24.145244,1.1.1.1,6.0
2025-07-06T07:16:24.145787,cloudflare.com,8.0
2025-07-06T07:16:24.151981,ec2.ap-southeast-2.amazonaws.com,34.0
2025-07-06T07:16:24.152618,208.67.222.222,30.0
2025-07-06T07:16:24.326827,8.8.8.8,29.0
2025-07-06T07:16:24.327520,1.1.1.1,9.0
2025-07-06T07:16:24.328219,cloudflare.com,6.0
2025-07-06T07:16:24.340288,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:24.340930,208.67.222.222,26.0
2025-07-06T07:16:24.515392,8.8.8.8,30.0
2025-07-06T07:16:24.516054,1.1.1.1,6.0
2025-07-06T07:16:24.516530,cloudflare.com,6.0
2025-07-06T07:16:24.528829,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:24.529410,208.67.222.222,28.0
2025-07-06T07:16:24.706305,8.8.8.8,29.0
2025-07-06T07:16:24.706909,1.1.1.1,5.0
2025-07-06T07:16:24.707686,cloudflare.com,5.0
2025-07-06T07:16:24.721373,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:24.721926,208.67.222.222,30.0
2025-07-06T07:16:24.898932,8.8.8.8,30.0
2025-07-06T07:16:24.899514,1.1.1.1,5.0
2025-07-06T07:16:24.900120,cloudflare.com,8.0
2025-07-06T07:16:24.911720,ec2.ap-southeast-2.amazonaws.com,40.0
2025-07-06T07:16:24.912385,208.67.222.222,29.0
2025-07-06T07:16:25.106344,8.8.8.8,31.0
2025-07-06T07:16:25.106945,1.1.1.1,5.0
2025-07-06T07:16:25.107505,cloudflare.com,7.0
2025-07-06T07:16:25.112870,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:25.113367,208.67.222.222,29.0
2025-07-06T07:16:25.303960,8.8.8.8,32.0
2025-07-06T07:16:25.304571,1.1.1.1,5.0
2025-07-06T07:16:25.305118,cloudflare.com,7.0
2025-07-06T07:16:25.320984,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:25.321650,208.67.222.222,30.0
2025-07-06T07:16:25.503896,8.8.8.8,30.0
2025-07-06T07:16:25.504480,1.1.1.1,6.0
2025-07-06T07:16:25.505032,cloudflare.com,4.0
2025-07-06T07:16:25.509673,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:25.510186,208.67.222.222,26.0
2025-07-06T07:16:25.684710,8.8.8.8,29.0
2025-07-06T07:16:25.685376,1.1.1.1,6.0
2025-07-06T07:16:25.685943,cloudflare.com,7.0
2025-07-06T07:16:25.698341,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:25.698928,208.67.222.222,27.0
2025-07-06T07:16:25.887558,8.8.8.8,32.0
2025-07-06T07:16:25.888363,1.1.1.1,8.0
2025-07-06T07:16:25.889492,cloudflare.com,6.0
2025-07-06T07:16:25.895842,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:25.896416,208.67.222.222,29.0
2025-07-06T07:16:26.072516,8.8.8.8,31.0
2025-07-06T07:16:26.073140,1.1.1.1,10.0
2025-07-06T07:16:26.073652,cloudflare.com,6.0
2025-07-06T07:16:26.081449,ec2.ap-southeast-2.amazonaws.com,timeout
2025-07-06T07:16:26.081936,208.67.222.222,timeout
2025-07-06T07:16:26.260281,8.8.8.8,34.0
2025-07-06T07:16:26.260867,1.1.1.1,6.0
2025-07-06T07:16:26.261359,cloudflare.com,10.0
2025-07-06T07:16:26.270172,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:26.270743,208.67.222.222,31.0
2025-07-06T07:16:26.485633,8.8.8.8,36.0
2025-07-06T07:16:26.486271,1.1.1.1,10.0
2025-07-06T07:16:26.486920,cloudflare.com,8.0
2025-07-06T07:16:26.487413,ec2.ap-southeast-2.amazonaws.com,42.0
2025-07-06T07:16:26.488050,208.67.222.222,35.0
2025-07-06T07:16:26.686615,8.8.8.8,31.0
2025-07-06T07:16:26.687198,1.1.1.1,7.0
2025-07-06T07:16:26.687746,cloudflare.com,12.0
2025-07-06T07:16:26.688237,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:26.688822,208.67.222.222,31.0
2025-07-06T07:16:26.870712,8.8.8.8,31.0
2025-07-06T07:16:26.871430,1.1.1.1,4.0
2025-07-06T07:16:26.871947,cloudflare.com,7.0
2025-07-06T07:16:26.888287,ec2.ap-southeast-2.amazonaws.com,41.0
2025-07-06T07:16:26.888962,208.67.222.222,31.0
2025-07-06T07:16:27.063614,8.8.8.8,28.0
2025-07-06T07:16:27.064300,1.1.1.1,5.0
2025-07-06T07:16:27.064713,cloudflare.com,6.0
2025-07-06T07:16:27.070283,ec2.ap-southeast-2.amazonaws.com,timeout
2025-07-06T07:16:27.070794,208.67.222.222,27.0
2025-07-06T07:16:27.248061,8.8.8.8,32.0
2025-07-06T07:16:27.248722,1.1.1.1,7.0
2025-07-06T07:16:27.249164,cloudflare.com,7.0
2025-07-06T07:16:27.259368,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:27.260014,208.67.222.222,30.0
2025-07-06T07:16:27.440442,8.8.8.8,33.0
2025-07-06T07:16:27.441189,1.1.1.1,8.0
2025-07-06T07:16:27.441729,cloudflare.com,9.0
2025-07-06T07:16:27.476654,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:27.477192,208.67.222.222,30.0
2025-07-06T07:16:27.657393,8.8.8.8,30.0
2025-07-06T07:16:27.658026,1.1.1.1,7.0
2025-07-06T07:16:27.658688,cloudflare.com,7.0
2025-07-06T07:16:27.669020,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:27.669589,208.67.222.222,30.0
2025-07-06T07:16:27.850407,8.8.8.8,30.0
2025-07-06T07:16:27.851019,1.1.1.1,8.0
2025-07-06T07:16:27.851522,cloudflare.com,10.0
2025-07-06T07:16:27.860800,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:27.861449,208.67.222.222,30.0
2025-07-06T07:16:28.044226,8.8.8.8,32.0
2025-07-06T07:16:28.044893,1.1.1.1,4.0
2025-07-06T07:16:28.045454,cloudflare.com,7.0
2025-07-06T07:16:28.055515,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:28.056105,208.67.222.222,27.0
2025-07-06T07:16:28.253970,8.8.8.8,40.0
2025-07-06T07:16:28.254662,1.1.1.1,5.0
2025-07-06T07:16:28.255346,cloudflare.com,9.0
2025-07-06T07:16:28.259235,ec2.ap-southeast-2.amazonaws.com,41.0
2025-07-06T07:16:28.259825,208.67.222.222,38.0
2025-07-06T07:16:28.437811,8.8.8.8,31.0
2025-07-06T07:16:28.438426,1.1.1.1,7.0
2025-07-06T07:16:28.438994,cloudflare.com,5.0
2025-07-06T07:16:28.446637,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:28.447221,208.67.222.222,29.0
2025-07-06T07:16:28.622053,8.8.8.8,30.0
2025-07-06T07:16:28.622722,1.1.1.1,6.0
2025-07-06T07:16:28.623355,cloudflare.com,8.0
2025-07-06T07:16:28.636637,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:28.637327,208.67.222.222,29.0
2025-07-06T07:16:28.845706,8.8.8.8,31.0
2025-07-06T07:16:28.846275,1.1.1.1,8.0
2025-07-06T07:16:28.846766,cloudflare.com,7.0
2025-07-06T07:16:28.860154,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:28.860822,208.67.222.222,26.0
2025-07-06T07:16:29.040524,8.8.8.8,30.0
2025-07-06T07:16:29.041046,1.1.1.1,10.0
2025-07-06T07:16:29.041503,cloudflare.com,8.0
2025-07-06T07:16:29.050673,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:29.051211,208.67.222.222,28.0
2025-07-06T07:16:29.231706,8.8.8.8,30.0
2025-07-06T07:16:29.232417,1.1.1.1,6.0
2025-07-06T07:16:29.233025,cloudflare.com,7.0
2025-07-06T07:16:29.247514,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:29.248169,208.67.222.222,28.0
2025-07-06T07:16:29.431611,8.8.8.8,33.0
2025-07-06T07:16:29.432322,1.1.1.1,10.0
2025-07-06T07:16:29.433054,cloudflare.com,7.0
2025-07-06T07:16:29.440506,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:29.441411,208.67.222.222,29.0
2025-07-06T07:16:29.617508,8.8.8.8,28.0
2025-07-06T07:16:29.618276,1.1.1.1,7.0
2025-07-06T07:16:29.618901,cloudflare.com,9.0
2025-07-06T07:16:29.634858,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:29.635458,208.67.222.222,28.0
2025-07-06T07:16:29.825793,8.8.8.8,31.0
2025-07-06T07:16:29.826461,1.1.1.1,7.0
2025-07-06T07:16:29.827006,cloudflare.com,8.0
2025-07-06T07:16:29.838659,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:29.839176,208.67.222.222,29.0
2025-07-06T07:16:30.015814,8.8.8.8,31.0
2025-07-06T07:16:30.016446,1.1.1.1,7.0
2025-07-06T07:16:30.017014,cloudflare.com,6.0
2025-07-06T07:16:30.024463,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:30.025113,208.67.222.222,27.0
2025-07-06T07:16:30.198699,8.8.8.8,28.0
2025-07-06T07:16:30.199441,1.1.1.1,8.0
2025-07-06T07:16:30.199950,cloudflare.com,6.0
2025-07-06T07:16:30.215309,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:30.215917,208.67.222.222,27.0
2025-07-06T07:16:30.391226,8.8.8.8,30.0
2025-07-06T07:16:30.391829,1.1.1.1,6.0
2025-07-06T07:16:30.392487,cloudflare.com,8.0
2025-07-06T07:16:30.405771,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:30.406425,208.67.222.222,28.0
2025-07-06T07:16:30.569548,8.8.8.8,timeout
2025-07-06T07:16:30.572672,1.1.1.1,timeout
2025-07-06T07:16:30.584523,cloudflare.com,7.0
2025-07-06T07:16:30.585142,ec2.ap-southeast-2.amazonaws.com,timeout
2025-07-06T07:16:30.585667,208.67.222.222,timeout
2025-07-06T07:16:30.759298,8.8.8.8,29.0
2025-07-06T07:16:30.760033,1.1.1.1,6.0
2025-07-06T07:16:30.760685,cloudflare.com,9.0
2025-07-06T07:16:30.778039,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:30.778704,208.67.222.222,28.0
2025-07-06T07:16:30.957987,8.8.8.8,29.0
2025-07-06T07:16:30.958592,1.1.1.1,6.0
2025-07-06T07:16:30.959129,cloudflare.com,7.0
2025-07-06T07:16:30.969513,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:30.970021,208.67.222.222,28.0
2025-07-06T07:16:31.151182,8.8.8.8,32.0
2025-07-06T07:16:31.151836,1.1.1.1,7.0
2025-07-06T07:16:31.152463,cloudflare.com,8.0
2025-07-06T07:16:31.163354,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:31.164021,208.67.222.222,30.0
2025-07-06T07:16:31.348915,8.8.8.8,33.0
2025-07-06T07:16:31.349570,1.1.1.1,8.0
2025-07-06T07:16:31.350063,cloudflare.com,6.0
2025-07-06T07:16:31.354476,ec2.ap-southeast-2.amazonaws.com,36.0
2025-07-06T07:16:31.355001,208.67.222.222,33.0
2025-07-06T07:16:31.531869,8.8.8.8,28.0
2025-07-06T07:16:31.532518,1.1.1.1,4.0
2025-07-06T07:16:31.533030,cloudflare.com,7.0
2025-07-06T07:16:31.546510,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:31.547191,208.67.222.222,28.0
2025-07-06T07:16:31.724577,8.8.8.8,31.0
2025-07-06T07:16:31.725174,1.1.1.1,5.0
2025-07-06T07:16:31.725733,cloudflare.com,9.0
2025-07-06T07:16:31.739166,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:31.739809,208.67.222.222,30.0
2025-07-06T07:16:31.914663,8.8.8.8,31.0
2025-07-06T07:16:31.915266,1.1.1.1,8.0
2025-07-06T07:16:31.915748,cloudflare.com,6.0
2025-07-06T07:16:31.927226,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:31.928010,208.67.222.222,29.0
2025-07-06T07:16:32.106108,8.8.8.8,34.0
2025-07-06T07:16:32.106668,1.1.1.1,7.0
2025-07-06T07:16:32.107282,cloudflare.com,5.0
2025-07-06T07:16:32.113258,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:32.113945,208.67.222.222,29.0
2025-07-06T07:16:32.295658,8.8.8.8,33.0
2025-07-06T07:16:32.296311,1.1.1.1,4.0
2025-07-06T07:16:32.296935,cloudflare.com,6.0
2025-07-06T07:16:32.307392,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:32.307949,208.67.222.222,30.0
2025-07-06T07:16:32.483666,8.8.8.8,30.0
2025-07-06T07:16:32.484371,1.1.1.1,6.0
2025-07-06T07:16:32.484960,cloudflare.com,7.0
2025-07-06T07:16:32.497955,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:32.498520,208.67.222.222,28.0
2025-07-06T07:16:32.669936,8.8.8.8,31.0
2025-07-06T07:16:32.670817,1.1.1.1,6.0
2025-07-06T07:16:32.671858,cloudflare.com,12.0
2025-07-06T07:16:32.686053,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:32.686696,208.67.222.222,28.0
2025-07-06T07:16:32.885121,8.8.8.8,37.0
2025-07-06T07:16:32.885660,1.1.1.1,7.0
2025-07-06T07:16:32.886261,cloudflare.com,5.0
2025-07-06T07:16:32.894048,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:32.894581,208.67.222.222,29.0
2025-07-06T07:16:33.073254,8.8.8.8,timeout
2025-07-06T07:16:33.074025,1.1.1.1,9.0
2025-07-06T07:16:33.074591,cloudflare.com,5.0
2025-07-06T07:16:33.075282,ec2.ap-southeast-2.amazonaws.com,timeout
2025-07-06T07:16:33.075756,208.67.222.222,30.0
2025-07-06T07:16:33.279872,8.8.8.8,33.0
2025-07-06T07:16:33.280486,1.1.1.1,10.0
2025-07-06T07:16:33.281051,cloudflare.com,7.0
2025-07-06T07:16:33.281662,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:33.282330,208.67.222.222,31.0
2025-07-06T07:16:33.458254,8.8.8.8,30.0
2025-07-06T07:16:33.459211,1.1.1.1,5.0
2025-07-06T07:16:33.459847,cloudflare.com,7.0
2025-07-06T07:16:33.476601,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:33.477121,208.67.222.222,29.0
2025-07-06T07:16:33.653985,8.8.8.8,32.0
2025-07-06T07:16:33.654701,1.1.1.1,4.0
2025-07-06T07:16:33.655339,cloudflare.com,5.0
2025-07-06T07:16:33.667883,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:33.668672,208.67.222.222,26.0
2025-07-06T07:16:33.856416,8.8.8.8,30.0
2025-07-06T07:16:33.857229,1.1.1.1,5.0
2025-07-06T07:16:33.857864,cloudflare.com,5.0
2025-07-06T07:16:33.869612,ec2.ap-southeast-2.amazonaws.com,35.0
2025-07-06T07:16:33.870162,208.67.222.222,31.0
2025-07-06T07:16:34.048747,8.8.8.8,31.0
2025-07-06T07:16:34.049299,1.1.1.1,9.0
2025-07-06T07:16:34.049870,cloudflare.com,4.0
2025-07-06T07:16:34.064358,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:34.064905,208.67.222.222,30.0
2025-07-06T07:16:34.241203,8.8.8.8,32.0
2025-07-06T07:16:34.242011,1.1.1.1,8.0
2025-07-06T07:16:34.242728,cloudflare.com,6.0
2025-07-06T07:16:34.252680,ec2.ap-southeast-2.amazonaws.com,38.0
2025-07-06T07:16:34.253338,208.67.222.222,30.0
2025-07-06T07:16:34.429383,8.8.8.8,29.0
2025-07-06T07:16:34.430059,1.1.1.1,5.0
2025-07-06T07:16:34.430784,cloudflare.com,7.0
2025-07-06T07:16:34.443417,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:34.444080,208.67.222.222,31.0
2025-07-06T07:16:34.665500,8.8.8.8,31.0
2025-07-06T07:16:34.666066,1.1.1.1,5.0
2025-07-06T07:16:34.666571,cloudflare.com,6.0
2025-07-06T07:16:34.671688,ec2.ap-southeast-2.amazonaws.com,37.0
2025-07-06T07:16:34.672214,208.67.222.222,28.0
2025-07-06T07:16:34.850833,8.8.8.8,32.0
2025-07-06T07:16:34.851426,1.1.1.1,10.0
2025-07-06T07:16:34.852065,cloudflare.com,9.0
2025-07-06T07:16:34.863396,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:34.864008,208.67.222.222,30.0
2025-07-06T07:16:35.036324,8.8.8.8,29.0
2025-07-06T07:16:35.037108,1.1.1.1,4.0
2025-07-06T07:16:35.037864,cloudflare.com,9.0
2025-07-06T07:16:35.052265,ec2.ap-southeast-2.amazonaws.com,39.0
2025-07-06T07:16:35.052954,208.67.222.222,28.0
2025-07-06T07:16:35.228574,8.8.8.8,29.0
